gene_ID	RE_sample_size	RE_beta	RE_SE	RE_Z	RE_metaP	RE_I2	RE_H2	RE_Q_val	RE_Q_pval	RE_metaP_FDR	Chromosome	Gene_Start	Gene_End	Chromosome_type
ENSG00000186106.11	13	-0.0012058917497442	0.017750495376274	-0.06793566738177	0.945836845862892	15.8409031332205	1.18822567877951	13.2368952881891	0.35205990640812	0.991433411478324	8	100509752	100559784	Autosomal
ENSG00000186288.5	12	-0.0180443878759975	0.0180413273099901	-1.00016964195343	0.31722841805368	0	1	8.87961054895796	0.633003868495673	0.765784874487051	X	73077276	73079512	Sex
ENSG00000186301.8	12	0.0719393342174389	0.0435293979905885	1.65266090362639	0.0983998954713164	33.6623982364987	1.50744068735719	15.7508626326354	0.150634926207123	0.491178234626955	1	16645622	16650289	Autosomal
ENSG00000186628.12	2	-0.108366603796316	0.0531198378230757	-2.04004018531172	0.0413463234320954	0	1	0.645289755418863	0.42180176603499	0.339743402406268	15	82755362	82806070	Autosomal
ENSG00000186704.9	7	0.0564895914395828	0.0434529489022356	1.30001744108733	0.19359499152983	0	1	3.6533723272086	0.723464868761572	0.642525789511869	7	76978617	77004308	Autosomal
ENSG00000187103.3	2	-0.256765433798877	0.0947970702100275	-2.70857984566401	0.00675718507095948	0	1	0.938888886202591	0.332563755591986	0.122920513137964	6	146171315	146171847	Autosomal
ENSG00000187144.11	2	-0.171975482125129	0.0767981790323368	-2.23931718553791	0.0251352854638384	0	1	0.217693599090171	0.640802927411914	0.258224371527779	1	16387117	16437424	Autosomal
ENSG00000187166.1	2	-0.0852118356321702	0.106877057165198	-0.797288378743997	0.42528356807158	26.719318467592	1.36461612950168	1.36461612950168	0.242739065386091	0.829548402118154	12	48328980	48330279	Autosomal
ENSG00000187372.11	2	0.0269536039956256	0.0704470513187411	0.382607979909232	0.702010452588103	0	1	0.00672122654105903	0.934660162858344	0.932965031452593	5	141213919	141218979	Autosomal
ENSG00000187653.11	13	-0.0277774221807103	0.036108878067255	-0.769268492058189	0.441733937713018	3.61400692481356	1.03749514643683	10.1136559159281	0.605990269757716	0.83755988838527	4	90838903	90839037	Autosomal
ENSG00000187682.2	5	0.0212132970406249	0.0565602408328177	0.37505669580382	0.707618301855905	0	1	1.27249700689872	0.866024240189889	0.935000350199601	X	48826513	48830138	Sex
ENSG00000187699.10	12	0.0319587305599601	0.0291528200715831	1.09624833829067	0.272970110920742	0	1	9.86876402662564	0.54222922691449	0.729422462493973	2	189879609	190203484	Autosomal
ENSG00000187715.13	8	-0.0839951535250191	0.0396428759870124	-2.11879565833057	0.034107739838231	0	1	1.98556714123506	0.960634868585387	0.306791856208474	3	127915232	127987671	Autosomal
ENSG00000187952.9	4	0.0833304682327336	0.0572645927124436	1.4551831120354	0.145618574921906	0	1	1.06921714930248	0.784509895539554	0.577849652607929	1	21428303	21429536	Autosomal
ENSG00000188011.5	12	-0.0149855076473643	0.0319981791847232	-0.468323761825761	0.639553078331375	40.4323363468844	1.67876317228651	19.0782843690287	0.05970267420853	0.915109817473918	2	241869600	241873823	Autosomal
ENSG00000188013.6	6	-0.0525159361765697	0.0680541049031931	-0.771679184544027	0.440304462167018	61.581666211754	2.60292392041726	13.1000958744823	0.0224586013659521	0.836333903320827	17	20589293	20590367	Autosomal
ENSG00000188070.9	12	-0.00609147577533959	0.0217240490484106	-0.280402413093671	0.779168785900069	0	1	9.1604841993614	0.607081684823678	0.957110941071643	11	63759892	63768775	Autosomal
ENSG00000188242.4	12	0.0128860571806053	0.0257011418335681	0.501380727130764	0.616103200976551	1.70565492413333	1.01735252341136	11.8883200255037	0.372096179043475	0.908544308764713	5	466124	473098	Autosomal
ENSG00000188383.8	2	-0.191255270249258	0.0848472665146565	-2.25411233744602	0.0241891017155834	0	1	0.474857715894016	0.490760839570546	0.253187707590546	2	97081098	97083249	Autosomal
ENSG00000188610.12	2	-0.0189675488943716	0.0834450756985294	-0.22730579049263	0.820185970787592	0	1	0.355415002368913	0.551063718864161	0.966756554919258	1	121167646	121185539	Autosomal
ENSG00000189280.3	6	0.126871383107728	0.0625605830490338	2.02797635386947	0.042562661413147	22.0094022974382	1.28220584206031	6.75666030412892	0.239375884288479	0.344638609547037	1	34755047	34758512	Autosomal
ENSG00000189316.3	9	-0.0344026284602416	0.0322797958495433	-1.0657635079414	0.286530560883003	0	1	5.7879441940248	0.670971476628955	0.741914126819453	7	64888527	64890100	Autosomal
ENSG00000189343.7	13	0.0363855301776505	0.0340852730075237	1.06748536734968	0.285752717764958	13.8755777607713	1.16111083708903	14.0185997055558	0.299522108288357	0.741139719697822	17	19445970	19446852	Autosomal
ENSG00000196152.10	12	-0.0288999720447911	0.0277468558967225	-1.04155844367955	0.297616443798384	0	1	5.23661507491505	0.919167897363873	0.749305276973784	9	127424374	127445372	Autosomal
ENSG00000196172.9	7	-0.0832722958786531	0.0508376825994004	-1.63800337900601	0.101420988907458	57.3991718232258	2.34737220565397	14.7724819702605	0.0221020556696952	0.497572616009301	19	23739195	23758891	Autosomal
ENSG00000196205.8	13	0.0430688437529653	0.0322551055048828	1.33525663856364	0.181792365200235	0	1	4.8736566437265	0.962066194486623	0.629727746153564	9	133019486	133020874	Autosomal
ENSG00000196366.3	2	0.0682592416932874	0.100082847788549	0.682027372337594	0.495221642837612	0	1	0.261272374790819	0.609247360856449	0.863637872681448	9	136483495	136486067	Autosomal
ENSG00000196466.10	13	0.0123957387722781	0.0297162022021863	0.417137381417002	0.676577923904386	0	1	2.31233747322006	0.998755097783294	0.926768117815523	19	12390016	12401271	Autosomal
ENSG00000196605.7	12	-0.0301907903463077	0.0265873312276145	-1.13553293814426	0.256152089179196	0.0324239030099008	1.00032434419515	11.0553141417094	0.438640935280743	0.712288872915493	19	9751993	9793180	Autosomal
ENSG00000196705.8	12	0.0203143287766018	0.0224226320455989	0.905974318059108	0.364949445921243	7.80114498524244	1.08461216773238	10.8317789042715	0.457462159501284	0.799815644766192	19	21142024	21196053	Autosomal
ENSG00000196741.5	11	-0.0241365121395791	0.0470743082548663	-0.512732168232849	0.6081386844368	42.5473574223943	1.74056397605945	17.089075301803	0.0724160612852139	0.905010315562044	X	47483571	47484823	Sex
ENSG00000196865.4	13	-0.0307982046303759	0.023971518514586	-1.28478321519916	0.198868049344083	21.7131776139562	1.27735418237932	13.8236284856161	0.312112627254675	0.647625027282441	10	113854661	113917194	Autosomal
ENSG00000197149.5	12	0.0943485476748043	0.0492752720393546	1.91472403438891	0.0555277067985145	0	1	8.83897169107523	0.636753104637128	0.390059702851687	11	17228279	17229151	Autosomal
ENSG00000197258.5	11	-0.0209604605466521	0.0348778368160305	-0.600967905699309	0.547861362887162	0	1	7.47004653363299	0.680448352009391	0.885173358873806	7	104667749	104669576	Autosomal
ENSG00000197360.9	2	-0.01308952233479	0.100751154413868	-0.129919328576828	0.896630251903255	0	1	0.188006537410907	0.664580963750281	0.981964332320296	19	22391019	22532485	Autosomal
ENSG00000197461.13	12	0.000417664455083681	0.0278262112650326	0.0150097493009597	0.988024402441798	0	1	8.13779752182347	0.700909525299453	0.997289318194841	7	497258	520296	Autosomal
ENSG00000197536.11	11	0.0821508533100129	0.0333357243800405	2.46434882810586	0.0137262451970317	0	1	5.76169242046156	0.834871588170601	0.189328464584368	5	132410636	132488702	Autosomal
ENSG00000197582.5	13	0.0232953047352659	0.0565165921040051	0.412185233893731	0.680203659268423	9.57869992039789	1.10593410968395	10.5530561147717	0.567559104758523	0.928050927063011	X	13378735	13379340	Sex
ENSG00000197744.5	13	0.0452962615542433	0.0376733519609287	1.20234221794813	0.229230966312155	0	1	5.25300149186517	0.94899013896225	0.679837632178105	5	118973796	118974122	Autosomal
ENSG00000197815.4	13	0.0351690442034747	0.0252106718972543	1.3950062238248	0.163013962747429	42.010152739573	1.72443978944986	20.0782935485065	0.0656193312934992	0.603864956358983	17	17858227	17860041	Autosomal
ENSG00000197872.11	13	-0.0286225264201313	0.0164740265117121	-1.73743355334425	0.0823106730347383	11.0862061385701	1.12468488473057	10.6463760078483	0.559442429191659	0.461548573795159	2	16549459	16666331	Autosomal
ENSG00000198087.7	13	-0.0424383379520931	0.022539282037625	-1.8828611258003	0.05971919065719	0	1	10.9246623565041	0.53538596196142	0.401582932935938	6	47477789	47627263	Autosomal
ENSG00000198088.10	2	0.0426351110693965	0.0566366147681159	0.752783534890901	0.451580002524033	0	1	0.00466375572729352	0.945553434418951	0.840924126171609	X	107123427	107206433	Sex
ENSG00000198146.4	13	-0.0148340003953289	0.0182939785067858	-0.810867925193339	0.417441521697127	35.0111181634253	1.53872473527805	17.3814482680987	0.135803076735863	0.825460872032572	15	34978341	34988287	Autosomal
ENSG00000198162.12	12	-0.0245154363373884	0.0204214741851334	-1.20047338968484	0.229955541309657	6.88248035688742	1.07391176637077	11.0547640978637	0.438686783830216	0.680438637932908	1	117367449	117528872	Autosomal
ENSG00000198440.9	13	-0.000609311846770282	0.0247616284727176	-0.0246070991429995	0.980368356718169	0	1	8.42944904035966	0.750734790181137	0.996404292486344	19	56397966	56436035	Autosomal
ENSG00000198580.7	5	-0.0463237197967637	0.0418465348532139	-1.10699057781617	0.268298002049008	0	1	3.21229426647309	0.522947502956109	0.725427868131427	7	6673494	6676366	Autosomal
ENSG00000198618.5	12	-0.00652169306595442	0.0289724803776727	-0.225099576596151	0.821901810356301	14.4765312957572	1.16926969304554	12.8345113207749	0.304279196535062	0.967278392697045	21	18857779	18858276	Autosomal
ENSG00000198658.4	2	0.0789794153872627	0.128693190963212	0.613703139972958	0.53941151307162	1.91560342394346	1.01953015454867	1.01953015454867	0.312630483730619	0.881356594529756	1	148146395	148149566	Autosomal
ENSG00000198695.2	13	0.0497507457256082	0.0304863796532848	1.63190074687165	0.102700396682394	17.0279928482073	1.2052257554413	14.4912988592368	0.270440420400653	0.500655042788203	MT	14149	14673	Autosomal
ENSG00000198711.5	3	-0.075995455395362	0.0549942076568088	-1.38188108590656	0.167008216361871	0	1	1.23547740465776	0.539162266516507	0.608830828137587	1	54236440	54239063	Autosomal
ENSG00000198712.1	12	-0.0140194572026685	0.037328377045377	-0.375571035023199	0.707235827580655	20.1393201163	1.25218067446494	13.3028903956206	0.273990482582454	0.934901626387504	MT	7586	8269	Autosomal
ENSG00000198727.2	12	-0.0996120974737227	0.0453275371940105	-2.19760665679593	0.0279771484450906	47.2689520787629	1.8964159435892	20.7941852245454	0.0355671407467992	0.275532235713261	MT	14747	15887	Autosomal
ENSG00000198744.5	13	-0.0108470499449353	0.0517474916423975	-0.209614990034573	0.833968179199386	0	1	10.1871868487842	0.599542812459323	0.968957952336752	1	634376	634922	Autosomal
ENSG00000198754.5	2	-0.0259242413471963	0.187134381091399	-0.138532754889838	0.889819384516216	71.5818126494288	3.51887327528615	3.51887327528615	0.0606736814610321	0.980017030368455	1	39769523	39771348	Autosomal
ENSG00000198763.3	12	-0.0474335008810177	0.0433764627566786	-1.0935308659698	0.274160784574495	30.0887164985104	1.43038426690978	15.7460536137236	0.150823452402404	0.730111489308587	MT	4470	5511	Autosomal
ENSG00000198786.2	13	0.0176406594627176	0.0281994513696527	0.625567470497028	0.531598680820785	8.26424688039564	1.09008752421339	12.0476050704675	0.441864026827903	0.878455263895171	MT	12337	14148	Autosomal
ENSG00000198804.2	10	0.0123537267720025	0.0331098332825242	0.373113529947098	0.70906394919114	0	1	5.5416334183929	0.784771230717406	0.935807134422318	MT	5904	7445	Autosomal
ENSG00000198840.2	12	0.0677034113259466	0.0538167649918228	1.25803569456904	0.208378847532338	44.2654363758597	1.79421876655166	19.2745219153763	0.0563402690763549	0.658537767920724	MT	10059	10404	Autosomal
ENSG00000198868.3	13	-0.00872272298775132	0.0560446405886468	-0.155638842467986	0.876317706144451	36.7413416606354	1.58081126955821	18.6440640913925	0.0974879597996671	0.97843832931028	5	134928030	134928326	Autosomal
ENSG00000198886.2	11	-0.0618420248447628	0.0325769470442491	-1.89833702835208	0.0576516991456993	0.0228258265059461	1.00022831037879	12.4221753780491	0.257794707658658	0.395122649750024	MT	10760	12137	Autosomal
ENSG00000198888.2	12	0.0406241991744969	0.0312164212492997	1.30137272463314	0.193130905092914	0	1	7.54309502023378	0.753553285048982	0.641826241943273	MT	3307	4262	Autosomal
ENSG00000198899.2	12	-0.059041916532887	0.0352785826994497	-1.67359094428155	0.0942110194727515	0	1	7.15573870169762	0.786334824483471	0.481212749437723	MT	8527	9207	Autosomal
ENSG00000198938.2	12	-0.0824155004220475	0.0363289799537156	-2.26858834261374	0.0232933711794977	0	1	4.90666763260536	0.935602128464927	0.248098602355098	MT	9207	9990	Autosomal
ENSG00000198952.8	11	-0.0434410627205695	0.0276844128586368	-1.56915239425123	0.116612433803664	38.5553852738852	1.6274819273543	16.0379736543356	0.0985505087960299	0.526851022961096	1	156249224	156282825	Autosomal
ENSG00000199053.3	3	0.210367933998111	0.105052435874943	2.00250410422217	0.0452305421393418	0	1	0.370449302244236	0.830917596312729	0.351847859318958	17	7223297	7223379	Autosomal
ENSG00000199226.1	2	-0.1076181505087	0.124485799061711	-0.864501423615	0.387312498623714	0	1	0.07754853870401	0.780647459809739	0.810354084600879	X	46517766	46517868	Sex
ENSG00000199266.1	7	0.0523978168705755	0.0651407703761568	0.804378219170624	0.421178576280074	0	1	2.6664682451146	0.849391801508865	0.826847065077836	20	38449370	38449503	Autosomal
ENSG00000199293.1	8	-0.0502131678507892	0.0815257687796943	-0.615917747264419	0.537948807763076	60.2738320507965	2.51723247326212	18.6262457648225	0.00944239431973109	0.880736431479765	17	38852863	38852994	Autosomal
ENSG00000199325.1	2	0.0638625549257185	0.104823113208746	0.609241158469903	0.542364602788476	0	1	0.308530725188487	0.578583193588798	0.883264348236169	11	66614964	66615090	Autosomal
ENSG00000199363.1	11	0.0645755273671325	0.0466413649945679	1.38451195359855	0.166201750477146	0	1	8.4483160562838	0.585132933044366	0.607663751927415	3	183453814	183453944	Autosomal
ENSG00000199476.1	4	0.0176762836536726	0.109829410513885	0.160943080464207	0.872138231258987	30.7560897144619	1.44417031891518	4.30718865982795	0.230146980732417	0.97739713657322	3	48288587	48288694	Autosomal
ENSG00000199488.1	2	0.0401765601538442	0.106550574576623	0.377065635858702	0.706124828154445	7.52597168019296	1.0813847067867	1.08138470678671	0.298387994075089	0.934828658000375	3	170994870	170995033	Autosomal
ENSG00000199719.1	2	-0.00765829206846755	0.0776145282328531	-0.0986708576710243	0.921399608131622	0	1	0.470804624038026	0.492617236600394	0.987647899081411	20	18295143	18295451	Autosomal
ENSG00000199785.1	12	0.0480980148705987	0.0447470214726458	1.07488751849107	0.282425090759612	0	1	3.2602043306231	0.986820832976651	0.738611886261402	11	811681	811814	Autosomal
ENSG00000199804.1	2	-0.124883450263607	0.248525645009379	-0.502497238298662	0.615317794560593	77.954867697782	4.53614878010684	4.53614878010684	0.0331861753921329	0.907988880193045	14	24158603	24158722	Autosomal
ENSG00000199899.2	4	0.0196921665099508	0.0835316458147191	0.235744984046284	0.813630561265821	59.5273411092867	2.47080381523799	7.54360463146098	0.056448584339545	0.964796877861747	12	113156763	113156861	Autosomal
ENSG00000200084.1	2	-0.139323123042944	0.128524934923012	-1.08401628934028	0.278357576473171	0	1	0.197759198145022	0.656535668794971	0.735420202041976	16	89561434	89561517	Autosomal
ENSG00000200087.1	8	-0.0649057243929644	0.0643357966680367	-1.00885864098129	0.31304243284044	0	1	5.86220612295392	0.55592800620253	0.762529044493503	1	28508559	28508762	Autosomal
ENSG00000200090.1	6	-0.00145226815087049	0.0812564893095715	-0.0178726420893921	0.985740453977798	61.9274943908528	2.62656734564836	13.1381834789761	0.0221176839445612	0.997000527172667	11	47726894	47726992	Autosomal
ENSG00000200170.1	3	-0.0555861209036018	0.0978724891165627	-0.567944285522367	0.570072799831736	0	1	0.834559871178028	0.65883646235405	0.892613989210218	10	72220752	72220852	Autosomal
ENSG00000200237.1	2	0.143938082443513	0.134135853756267	1.07307687253445	0.283236626747126	0	1	0.674168706595954	0.411601970670391	0.738895363783514	19	9819954	9820094	Autosomal
ENSG00000200253.1	11	0.0512443910107854	0.0498601088182664	1.02776332072528	0.304061173888308	0	1	6.54575544522947	0.767519055152841	0.754804011659458	10	87041238	87041341	Autosomal
ENSG00000200259.1	3	0.0437976923727836	0.0866970988307789	0.505180599621572	0.613431995135904	0.0255676506958625	1.00025574189415	1.83870606575713	0.398776953222702	0.906611402879943	19	49491175	49491260	Autosomal
ENSG00000200293.1	2	0.10186913953982	0.0851832114230281	1.19588282524273	0.231742288277167	0	1	0.00216244581794754	0.962910055940014	0.682736153100499	15	41851913	41852029	Autosomal
ENSG00000200320.1	13	0.0388456654564685	0.0430719734140176	0.901878005056214	0.367121676526385	42.4092038187504	1.73638856607018	20.8733869001718	0.0522655283527918	0.799946105149235	3	186787300	186787431	Autosomal
ENSG00000200418.1	13	-0.0687022706223804	0.0327275389546577	-2.09921897022455	0.0357976024893208	1.7171651527329	1.01747166893793	12.5296700938066	0.404131443996783	0.312852476940343	3	186786323	186786445	Autosomal
ENSG00000200530.1	13	0.0134815010695232	0.0484654382583926	0.278167319929036	0.780883920135092	0	1	5.03079020652656	0.956942630165776	0.957521548781941	19	49497720	49497806	Autosomal
ENSG00000200534.1	11	-0.0633477951392182	0.0524962461096183	-1.20671095237821	0.22754347968042	0	1	5.35175574970476	0.866476657256178	0.677941704511951	6	132817219	132817348	Autosomal
ENSG00000200556.1	2	0.0585444372003256	0.129523695824787	0.451997889865044	0.651270502590665	57.8099562106364	2.37022745222205	2.37022745222205	0.123669031591279	0.918301582983888	16	58496908	58497014	Autosomal
ENSG00000200674.1	2	0.0718117651313245	0.0966524488190391	0.742989608734865	0.457487971642174	0	1	0.0606202417462966	0.805518295293163	0.843883961618579	1	173791548	173791887	Autosomal
ENSG00000200693.2	13	-0.0224987501953915	0.0423398838103055	-0.531384315937006	0.59515248780194	0	1	8.89735552171688	0.711671750195639	0.901380186972309	14	63651296	63651499	Autosomal
ENSG00000200714.1	2	0.178653055971812	0.130759003321066	1.36627728442642	0.171851947996085	0	1	0.0439843991931856	0.833882640574217	0.615872716851239	8	65592731	65592820	Autosomal
ENSG00000200737.1	2	0.130979556556559	0.166304669708626	0.787587966026704	0.430937755977761	57.8946763171833	2.37499658602103	2.37499658602103	0.123291867532861	0.831813583119584	10	97421195	97421307	Autosomal
ENSG00000200879.1	7	-0.0305576368314974	0.0547528893110267	-0.558100900537195	0.576775485715762	0	1	1.64907356120722	0.948984767410916	0.895673101633487	11	123058077	123058161	Autosomal
ENSG00000201098.1	11	-0.0796297607816881	0.053502733637995	-1.48833069578222	0.136663703647849	0	1	9.53320127308076	0.482355155980109	0.563774596571301	7	148987136	148987248	Autosomal
ENSG00000201134.1	12	0.0438900362459818	0.0439438958708372	0.998774354804278	0.317904011864757	0	1	3.88896707658459	0.973053045667987	0.765859355440433	1	151841736	151841837	Autosomal
ENSG00000201136.1	13	0.0247890522830285	0.039442373667214	0.628487841329745	0.52968440919771	0	1	9.54881759526511	0.655475951076985	0.877336429882404	15	43702363	43702470	Autosomal
ENSG00000201183.1	2	0.181970732927092	0.222263854149581	0.818714917112108	0.412949083789192	77.9339838006363	4.53185564156722	4.53185564156722	0.0332695239648415	0.823057711261993	1	148402715	148402875	Autosomal
ENSG00000201302.1	11	-0.0367361390863112	0.0700513631291683	-0.524417191119795	0.599988402129552	40.0581032448768	1.66828221016301	16.7580626513365	0.0798918150432062	0.901971939633962	9	127448501	127448630	Autosomal
ENSG00000201403.1	2	0.115251538162807	0.13007732363261	0.886023289411482	0.375604977474998	0	1	0.923293948107416	0.336611572852379	0.805264848223074	11	17075779	17075868	Autosomal
ENSG00000201440.1	8	-0.095336247625724	0.0520565077919401	-1.83139921730372	0.0670409780546058	0.00055108902703016	1.00000551092064	6.45985923945013	0.487192394866417	0.423711796899062	X	135428168	135428285	Sex
ENSG00000201448.1	7	0.0453271589729682	0.0664983091243048	0.681628744698432	0.495473734217175	0	1	3.67992002526541	0.719898379488061	0.863702317096478	1	36418450	36418578	Autosomal
ENSG00000201499.1	12	0.0484206995563005	0.0403457716728308	1.20014310170965	0.23008376850229	0	1	7.44210126568031	0.76223506582668	0.680650295930421	2	200881715	200881821	Autosomal
ENSG00000201758.1	2	-0.00925695817297966	0.115216488972393	-0.0803440397771339	0.935963632725377	0	1	0.00200320192521175	0.964300885093669	0.989622643613589	1	244943910	244944216	Autosomal
ENSG00000201772.1	2	0.0567194181363626	0.102324490738974	0.554309312724087	0.57936717799691	0	1	0.566217636278065	0.451765853817299	0.896017573212466	7	45104906	45105042	Autosomal
ENSG00000202058.1	4	-0.036186896376216	0.0633776034421882	-0.5709729369812	0.568017987971637	0	1	1.6107432673664	0.656956316686857	0.891765311161056	22	42565048	42565330	Autosomal
ENSG00000202290.1	2	-0.126192475083172	0.100603683125136	-1.25435243684078	0.209713932347186	0	1	0.76456052246233	0.381905076311541	0.660564193396084	13	97362972	97363101	Autosomal
ENSG00000202337.1	10	0.108955533772523	0.0599604421474681	1.81712358799081	0.0691981917245579	13.1798296154473	1.15180607866893	9.90761210276696	0.35801624240747	0.429291589998349	14	32203163	32203269	Autosomal
ENSG00000202343.1	9	-0.111410856355392	0.0553769140934258	-2.01186465839234	0.0442342057822207	0.00483488000237423	1.00004835113774	7.81685823261574	0.451561554891264	0.348915013276662	6	149594625	149594759	Autosomal
ENSG00000202347.1	2	-0.129256111200916	0.114294675404959	-1.13090229919239	0.258096215486395	0	1	0.0621809435550034	0.803081495283253	0.714563016203297	13	113478915	113479078	Autosomal
ENSG00000202363.1	12	-0.0122893862210547	0.041983902289967	-0.292716625914773	0.769738760615168	10.8599710243248	1.12183046325112	12.8502353510281	0.303226604744924	0.955232197916269	3	39411054	39411206	Autosomal
ENSG00000202408.2	7	0.0571815699226958	0.078817371632903	0.725494503788108	0.468148715487147	22.6251387383117	1.29240942561165	7.24506887889489	0.29877691325508	0.849041041983378	1	148334612	148334767	Autosomal
ENSG00000202533.1	2	-0.0302423249888958	0.109204401268121	-0.276933206333362	0.781831394394345	0	1	0.141445533272677	0.706848164721266	0.957712300748556	5	132468147	132468257	Autosomal
ENSG00000202538.1	12	-0.0631167957325593	0.0552768447558656	-1.14183065280443	0.253524418351236	0	1	10.0827182231426	0.522962311318877	0.709857635770034	12	120291763	120291903	Autosomal
ENSG00000203280.4	6	-0.0653908939862257	0.061601100198598	-1.06152152762548	0.288452954834023	60.5939675299841	2.53768252553946	12.6563578371371	0.0268209446592705	0.742822789078956	22	25102433	25112692	Autosomal
ENSG00000203286.5	2	-0.11506338706361	0.205789354030091	-0.559131873492277	0.576071723361004	70.968066709516	3.4444829767082	3.4444829767082	0.0634632746295564	0.895331931837213	9	128745857	128746138	Autosomal
ENSG00000203392.3	3	0.24893296485196	0.0716981846743516	3.47195631217997	0.000516680412461065	0.00375765894004692	1.00003757800145	2.24362670399869	0.325688670625035	0.0231084447559768	15	75678548	75680752	Autosomal
ENSG00000203546.7	13	0.0332439175472112	0.0449781080407897	0.739113293006079	0.459838205616543	10.2246835298984	1.11389192410481	11.1548276996442	0.515698644272008	0.845030371053031	14	31334312	31457441	Autosomal
ENSG00000203581.7	2	0.0199255740240996	0.111212463461321	0.179166735489404	0.857806782291624	0	1	0.242013434616432	0.62275567333337	0.974125812988114	16	3215611	3216543	Autosomal
ENSG00000203588.3	2	0.0458224365325227	0.119075396142612	0.384818678055397	0.700371759735114	0	1	0.0265258782207261	0.870622625802519	0.932799968316429	X	70163842	70165206	Sex
ENSG00000203644.3	9	0.0277305779617417	0.0457984170564019	0.605492061605335	0.544852097721597	0	1	5.42377074325036	0.711470129642566	0.884133397112322	3	129847048	129847957	Autosomal
ENSG00000203684.5	13	-0.0505704716171159	0.0385207151415146	-1.31281237721921	0.189246178293988	27.3236103380056	1.37596268148546	14.4270724032264	0.274271309931587	0.637547388953484	1	228164086	228165512	Autosomal
ENSG00000203761.5	13	-0.0241364483849986	0.0206517052200738	-1.16873876165623	0.242508899849927	8.91637104643879	1.09789213658785	11.6165356185539	0.476946350905536	0.697126764344575	1	155745829	155750137	Autosomal
ENSG00000203900.2	6	0.00928000403469383	0.0532772249922629	0.174183321973723	0.86172139231323	50.3281698168835	2.01321351823252	10.330420408822	0.0663963193370601	0.975576312422602	20	63359988	63371177	Autosomal
ENSG00000204172.12	12	-0.235959744758054	0.0329418722113293	-7.16291239442376	7.89808268442423e-13	0	1	7.68630966872666	0.741097630536107	2.58849949224605e-10	10	47501854	47523638	Autosomal
ENSG00000204196.5	13	0.034339239420208	0.0381350561618427	0.900463848131611	0.367873455927805	5.2580749441187	1.05549892448372	13.0596962232358	0.364716682341036	0.800424403877306	2	203190780	203191277	Autosomal
ENSG00000204253.4	13	0.0274227815919608	0.032253613228104	0.85022355163812	0.395200810100867	0	1	9.80128597547107	0.633388775679059	0.813716065046528	2	189923336	189924216	Autosomal
ENSG00000204301.6	13	-0.0249566804228605	0.0445087717292835	-0.560713752665542	0.574992690341276	38.4357246930887	1.62431864098909	18.9629984286413	0.0894253241801159	0.894888821348937	6	32194843	32224067	Autosomal
ENSG00000204323.5	12	0.0840775096339182	0.0241205949239481	3.48571458950384	0.000490824376531853	0	1	8.82997007186468	0.637583395539708	0.0221502504190176	17	75633434	75641404	Autosomal
ENSG00000204380.4	3	-0.0406601556367485	0.0479203766893609	-0.848494073832598	0.396162871440896	0	1	0.0594711597008046	0.970702172830469	0.814321213843964	2	158658337	158735002	Autosomal
ENSG00000204428.12	12	0.00601361314302852	0.0388032373066241	0.154977098830925	0.876839371641599	0	1	5.46043760684211	0.906837388768495	0.97843832931028	6	31676684	31684040	Autosomal
ENSG00000204556.4	13	-0.116991801935943	0.0403463038055763	-2.89969070028599	0.00373531048577814	0.0229223796701969	1.0002292763523	11.0874041038126	0.52144337628503	0.0891125623289697	20	26018832	26020684	Autosomal
ENSG00000204588.5	12	0.0724117747822078	0.0246097945739869	2.9423965553434	0.00325682575355921	0	1	7.32624456474097	0.772081701354845	0.081014066362212	2	109987063	109996140	Autosomal
ENSG00000204620.3	2	0.0960962832193528	0.117063391894004	0.820890986196302	0.411708365819807	2.43004484473907	1.02490566733245	1.02490566733245	0.311358190593667	0.822758261642301	X	48568014	48574860	Sex
ENSG00000204666.3	4	-0.0167094062572554	0.0672171743659266	-0.248588346875314	0.803679223439373	74.854372451258	3.9768345334059	12.5283251925247	0.0057760375066642	0.963200949283613	19	50050589	50066793	Autosomal
ENSG00000204778.4	12	-0.111250299720583	0.0476211035371884	-2.33615543230126	0.0194831421401253	0	1	5.58340077485617	0.899666454300808	0.226507362360277	9	65287914	65323015	Autosomal
ENSG00000204934.10	11	-0.0218639134604784	0.0377992590061713	-0.578421747815447	0.562979414596865	28.6733233204852	1.40199999012039	13.9002049691747	0.177592430778009	0.890725536141991	7	149867697	149880610	Autosomal
ENSG00000204982.3	6	-0.0701926510573863	0.0575552360294524	-1.21957020594038	0.222627846660719	0	1	1.83413539513547	0.871586400605098	0.673796974498675	9	33613848	33614009	Autosomal
ENSG00000205015.1	2	-0.026220264160901	0.122466699128461	-0.214101174829554	0.830468159657661	0	1	0.0196643517073706	0.888478554582748	0.968540207344309	16	89166383	89169147	Autosomal
ENSG00000205018.2	2	-0.0797275803478989	0.0900555778103489	-0.885315294026539	0.375986603512974	0	1	0.157757239293161	0.691229821971237	0.80565103723809	16	88939789	88951524	Autosomal
ENSG00000205037.2	5	0.0747667382953708	0.0303976515318393	2.45962219209791	0.0139083342843294	0	1	2.99305789967529	0.558987815637954	0.190579451002271	16	88088041	88100985	Autosomal
ENSG00000205041.1	5	-0.030842658038987	0.0498944909538532	-0.618157585123236	0.53647146616379	36.8042104442905	1.58238390093768	6.59642953396024	0.158815043711336	0.880055796955829	19	40273489	40275479	Autosomal
